,id,type,name,description,yearpublished,minplayers,maxplayers,playingtime,minage,usersrated,average,rank,categories,mechanics,designers,artists,publishers
643,720,boardgame,Fast Food Franchise,"Players compete with each other to start fast food corporations, open new markets, launch advertising campaigns, and build nationwide chains of restaurants.  The winner is the first player to make a million dollars, or be the only player left in the game if all other players go bankrupt.

From Wikipedia:
Initially, the game looks like Monopoly. There is a board, with spaces around the edges. Some of these spaces can be controlled. Each time you land on a space controlled by an opponent, you pay them money.

The inside of the board is an abstracted map of the United States. There are no fixed ""color groups;"" rather, your controlled outer spaces (""Markets"") are the major cities of the USA, and you need to use the inner map to connect these markets.

Connected markets act like multiple colors in a color group. However, the expansion in the middle map is far more strategic than random.

Where Monopoly is a game about trading property, Fast Food Franchise is a game of controlling the inner map.

",1992,2,5,180,12,,,8239.0,['Economic'],['Roll / Spin and Move'],['Thomas Lehmann'],"['Jennifer Angerman', 'Armand Cabrera']","['Prism Games', 'TimJim Games']"
644,721,boardgame,Oregon Trail,"Oregon Trail recreates the journeys of the pioneers who traveled across the Western U.S. during the 1820's - 1860's.  To a certain extent it is a role-playing game, as players are cast into the role of Trail Boss, responsible for shepherding his party from their jumping-off point to their ultimate destination.  Trail Bosses measure success (in relation to the other players) by retaining the highest percentage of the starting wagons, personnel and stock when they arrive at their final destination.

",1981,1,8,120,0,,,26432.0,"['Adventure', 'American West', 'Educational', 'Exploration']","['Action Points', 'Dice Rolling', 'Events', 'Grid Movement', 'Hexagon Grid', 'Movement Points', 'Role Playing', 'Scenario / Mission / Campaign Game', 'Simulation', 'Variable Set-up']","['Leonard H. Kanterman', 'Steven J. Ulberg']","['Gene Day', 'Steven J. Ulberg']",['Fantasy Games Unlimited']
645,722,boardgame,Over the Edge,"Each player has seven pawns on opposite sides of a board with 31 spaces joined hexagonally. One end of the board, perpendicular to the two starting pawn rows, is a pit which players try to force their opponent's pieces into. A player can move any of his pawns provided they are adjacent to at least one other friendly pawn. A player's group can also drag away and control adjacent opposing pieces as long as the opposing piece is kept away from it's allies. Win by putting three of your opponent's pawns ""over the edge"" of the pit or by separating all opponent's pawns thus immobilizing them.

",1983,2,2,20,8,,,,['Abstract Strategy'],[],['Jim Winslow'],[],['Crisloid']
646,723,boardgame,The Uncanny X-Men Alert Adventure Game,"Each player starts with two of eighteen X-Men superheroes each with its own strength, endurance, intelligence and cheater power. Three battle zones on the board are populated with cards that show either villains to fight or heroes to recruit. Special dice determine whether players give or take hits in each battle. The goal of the game is to build up your team of superheroes and use them to defeat villains for points to win. The game includes detailed plastic figures for each of the X-Men.

",1992,2,4,60,9,,,10068.0,"['Comic Book / Strip', 'Fighting']",['Action Points'],['Richard Borg'],[],['Pressman Toy Corp.']
647,724,boardgame,Chill: Black Morn Manor,"Players lay tiles to build Black Morn Manor, where an evil Master resides.  Most players take on the roles of Envoy, who need to discover the Master's identity, find the item to which he is vulnerable, and destroy the Master.  One player starts as a Minion, who attempts to find the influence item and remove it from the grounds.

",1985,2,6,120,12,,,11027.0,"['Adventure', 'Horror']","['Dice Rolling', 'Events', 'Grid Movement', 'Square Grid', 'Team-Based Game', 'Tile Placement', 'Variable Set-up']",['Troy Denning'],"['Andria Hayday', 'Oliver Schlemmer', 'Stephen Sullivan']","['Klee', 'Pacesetter', 'Schmidt International', 'Schmidt Spiele', 'Truant Spiele']"
648,725,boardgame,Triple Threat Baseball!,"Described by the Publisher/Designer:

Triple Threat Baseball! is a dice baseball board game designed for family play.  Replicates the play-by-play action of a traditional baseball game.  Is not a real player, stats-based game.  Includes two levels of play:  beginning and advanced.  Both levels feature the throwing of two batting dice which result in 15 standard batting outcomes and 6 situational play outcomes.  In addition, the advanced level utilizes 14 different strategy offensive and defensive play cards which are used at the descretion of both managers/players in order to influence the flow of the game.  Also in the in the advanced version, the fielding team manager interacts and intervenes using a single fielding die.  Both versions include the use of a standard baseball scorecard record keeping method.  Triple Threat Baseball! is packaged in a wood box which converts into a playing field complete with a wood scoreboard.  Game pieces are enhanced with baseball action photography.

",1999,2,4,90,10,,,,"['Dice', 'Sports']",[],['Doug Spohn'],[],"['Spielzeit!', 'Triple Threat, Inc.']"
649,727,boardgame,Chinese Civil War: 1946-1949,"This game was first published in The Wargamer Magazine issue #10, and republished as a boxed game in 1994.

Chinese Civil War is a simple hex-based wargame on the conflict between the Nationalist Kuomintang (KMT) army and the Communist People's Liberation Army (PLA) in China between 1946 and 1949.  The aim of the game is to capture/retain control of cities at game end (16 turns)

Game features include conventional and non-conventional warfare by the communists, national war zones for the KMT armies, communist bases, guerrillas, supplies and even artillery pieces for the communists.

The game consists of a 22"" by 34"" mapsheet, 200 counters and a rulebook.

",1979,1,2,360,12,,,23131.0,"['Civil War', 'Wargame']",['Hexagon Grid'],['Bob Fowler'],"['David Green', 'Beth Queman']",['3W (World Wide Wargames)']
650,728,boardgame,The Sun Never Sets: Three Campaigns of the British Empire,"The Sun Never Sets is a mid-to-high complexity operational level game of the colonial wars fought by the British during the 19th century.  It includes three separate games, namely ""March to Peking"", ""Zulu War"" and ""The Sudan"".  The game includes a core set of rules used in all three scenarios and scenario-specific rules unique to each game.  Optional rules add further chrome and complexity to the game.

March to Peking depicts the Anglo-French attack on China in 1860 to force it to open itself up to European trade.  Special rules allow for the veteran Chinese Hunan army (engaged fighting the Taiping rebels elsewhere) to march to Peking's relief.

Zulu War depicts the British campaigns in 1879 against the Zulus in South Africa.

The Sudan covers three separate campaigns; the 1883-85 Mahdist uprising in Sudan, the defence of Khartoum in 1884-85, and the recapture of Sudan in 1896-98.

The game consists of rules, two 34"" x 22"" maps and 620 counters.

",1997,2,2,180,12,,,17348.0,"['Post-Napoleonic', 'Wargame']",['Hexagon Grid'],['Joseph Miranda'],"['David McElhannon', 'Beth Queman']",['Decision Games (I)']
651,730,boardgame,Breakout: Normandy,"""Breakout: Normandy"" is a complex two-player wargame on the Allied invasion of France in World War 2.  The game concentrates on the initial landings and the subsequent breakout attempts.  The German player tries to prevent a successful Allied landing, and if that fails, to contain the beachhead.  The Allied player wins by establishing a beachhead, or (better) by successfully breaking out of the landing area.

The mapboard depicts the Normandy area where the initial landings took place.  Units are regiments and brigades, representing infantry, airborne, armour artillery, anti-tank and anti-aircraft units.

The game uses the area-impulse system used in Storm over Arnhem, Thunder at Cassino and Turning Point: Stalingrad.

",1992,2,2,240,12,,,2286.0,"['Wargame', 'World War II']","['Advantage Token', 'Area Movement', 'Area-Impulse', 'Dice Rolling', 'Simulation']","['Don Greenwood', 'James Stahler']","['Charles Kibler', 'Art Lupinacci']","['The Avalon Hill Game Co', 'L2 Design Group']"
652,731,boardgame,Escape from New York,"""Snake, I thought you were dead!"" This modest board game, based on the John Carpenter movie, casts each player as Snake Plissken, an ex-con sent on a rescue mission into a giant prison once known as New York City. Players begin with weapons and equipment cards used to help fight enemies and find clues. Cards can be lost in fights or gained at landmark spaces. Turn in matching clue cards at the corresponding location to rescue the president or his important tape. To escape, you still need to find a glider or a map to the mine fields.

Fans of the movie will enjoy the chance to encounter Slag, Brain, Cabbie, Maggie, the Duke, and Romero with the opporutnity to gain them as allies during the game. Players win by obtaining the Tape first and foremost, failing that - the President himself. The game is very faithful to the movie and players will find that they can mirror many scenes of the movie in the game.

",1981,2,4,60,10,,,24668.0,"['Adventure', 'Fighting', 'Movies / TV / Radio theme', 'Science Fiction', 'Wargame']","['Area Movement', 'Card Play Conflict Resolution', 'Dice Rolling', 'Events', 'Lose a Turn', 'Movement Points', 'Open Drafting', 'Pick-up and Deliver', 'Player Elimination', 'Race', 'Roll / Spin and Move', 'Set Collection', 'Sudden Death Ending']","['David ""Zeb"" Cook', 'Harold Johnson']","['Jeff Dee', 'Dave LaForce', 'Erol Otus', 'Jim Roslof', 'Bill Willingham']",['Tactical Studies Rules (TSR)']
653,732,boardgame,Don't Make Me Laugh,"Described by the Publisher/Designer:

Who wants a new way to have fun with friends and family? Collect your Ha Ha, Ho Ho, Hee Hee cards while challenging your friends and family to laugh at your crazy interpretations of improvisational situations, objects, impressions, jokes, and other zany antics. Thats not all, as Heckle cards have you ask playres to do the craziest things, and Jester cards add unexpected strategy. But be careful, Party Poopers end up wearing the clown nose.

",1996,2,16,45,11,,,,"['Action / Dexterity', 'Humor', 'Party Game']",['Team-Based Game'],"['Charlie Paul', 'Bob Paul']",[],"['Lolo Company Inc.', 'N.W. Damm & Søn (Damm)']"
654,733,boardgame,Don't Make Me Laugh Jr.,"Described by the Publisher/Designer:

Parents, do you want a new game that's fun for you and your kids to play? Do you want a game endorsed by the San Diego superintendent's office as being educational and beneficial to esteem and confidence building? Don't Make Me Laugh JR. does all that while kids just have fun racing from the ""Little Chuckle"" to the ""Big Guffaw"". Along the way, either as individuals, pairs or the whole group plater act out the creative prompts on the HaHa HoHo HeeHee laughter cards. Don't get caught in ""Lolo Land"" or be the one who wears the Clown nose.

",2000,2,5,30,5,,,,"['Action / Dexterity', ""Children's Game"", 'Educational', 'Party Game']",[],"['Charlie Paul', 'Bob Paul']",[],"['Lolo Company Inc.', 'N.W. Damm & Søn (Damm)']"
655,734,boardgame,Strange But True?,"Described by the Publisher/Designer:

Do you think you know when a published headline is Strange But True? Do you think you can write a headline that other player will think is Strange But True? Now you can do both while playing a fun game that allows players to wager points whether actual published headllines are true or unverified. You'll be amazed at how wacky people in our world can be.

",2000,2,10,45,12,,,,['Party Game'],"['Betting and Bluffing', 'Voting']","['Charlie Paul', 'Bob Paul']",[],['Lolo Company Inc.']
656,735,boardgame,Hollywood's Reel Schpeel,"Described by the Publisher/Designer:

Players read famous, funny ot otherwise notable movie lines, doing their best impersonations. Teammates then brainstorm to guess the movie title, actor/actress' name, character's name and the director. Each correct answer advances the team one space. After 60 seconds, the opposing team has an opportunity to ""steal"" any questions left unanswered. Movie buffs can be handicapped by withholding the provided hints/clues.

",1995,4,30,60,10,,,,"['Movies / TV / Radio theme', 'Party Game', 'Trivia']",[],"['Mary Couzin', 'June Fobes Keeley']",[],['Game Geste']
657,736,boardgame,San Francisco,"The game is set in San Francisco after the great earthquake, and players are charged with rebuilding the city.  The board is a fairly straightforward affair with the matrix randomly populated with building tiles.  Players compete in various auctions for the right to place possession rods around the tiles and when a clear plurality is established the tile is scored by that player.  There are a number of different auctions: sequential money bidding (akin to High Society), by blind bidding one of the three building types with clashes determined by money bids (akin to Basari), blind influence point bidding with like bids cancelling (akin to Raj/Hols der Geier).  After a set number of turns which see a building erected, the player with the highest point total wins.

",2000,3,5,90,12,,,10000.0,['City Building'],['Auction / Bidding'],"['Thorsten Löpmann', 'Andreas Wetter']",['Oliver Freudenreich'],['AMIGO']
658,738,boardgame,Matheeno,"Described by the Publisher/Designer:

Fast action, highly competitive game can be played in several levels of difficulty. Good for teaching simple math to youngest children, but serious fun and challenge to college eduacted adults. The game is won by calculation of mathematical possibilities.

",2000,2,2,20,9,,,,['Card Game'],[],['Dean Flanders'],[],"['Design Square, Singapore']"
659,739,boardgame,Ultimate Soccer of America,"Described by the Publisher/Designer:

Ultimate Soccer is a new and exciting soccer board game that allows you to be the player as well as the coach.  You play against each other alternating as an attacker and a defender.  The attacker can select either a Fate or an Action card from draw piles.  Action cards map out actual plays with 2-6 passes and a shot on goal.  Each Action card has a number on it 5v3 or 3v3.  These numbers tell you how many dice you will be rolling against each other for each pass.  The attacker is always the first number.  If the attacker rolls a higher number it completes the pass and you go on to the next pass, if the defender rolls a higher number than the attacker the pass was not complete and the action card gets discarded and now the defender draws a Fate or Action card and becomes the attacker.  If the attacker completes all of his passes and is now at the last line on the card this is the shot on goal.  For the shot on goal the attacker and the defender only roll one die a piece to simulate the shooter and the goalkeeper.

Fate cards are things that can happen during a game like red card, injuries, goalkeeper saves.  Fate cards can be used at any time to help you in your game.  The game is complete when all the action cards have been used.  Unless someone has an injury time fate card and wants to use it.

",1999,2,2,30,8,,,,['Sports'],[],['(Uncredited)'],[],['BYE Enterprises']
660,740,boardgame,Rio Grande:  The Battle of Valverde,"Rio Grande is included as an insert game in Issue #143 of the Strategy & Tactics magazine.

Rio Grande is a mid complexity tactical level wargame, covering the battle of Valverde, fought in New Mexico Territory, on February 21, 1862, between the Union forces (and New Mexico volunteers) led by Col. Edward Canby and the Confederate Army of New Mexico (mostly Texas troopers and Arizona volunteers), led by Brig. Gen. Henry Sibley, during the Confederate offensive into New Mexico.  The game highlights cavalry vs. infantry fighting.
 Game includes a 17"" by 22"" map, which depicts the area of southern New Mexico over which the battle was fought, 100 diecut counters and rules.

Errata for the game found in Issue #143 of &lsquo;&rsquo;Strategy & Tactics&rsquo;&rsquo; magazine.

",1991,2,2,180,12,,,26968.0,"['American Civil War', 'Wargame']",['Hexagon Grid'],['Richard H. Berg'],['Fight For The Standard 1865 (painting)'],['Decision Games (I)']
661,741,boardgame,Trajan,"Trajan is a two player wargame covering the military campaigns of Roman Emperor Marcus Ulpius Nerva Trajan from 114 to 117 AD. The game is strategic in scale, with units representing Roman and Parthian forces, and their allies. The mapsheet, overlaid with a hexagonal grid, covers an area corresponding approximately to modern day Iraq, Iran and Kuwait.

Game components consist of mapsheet, counters, rules and game charts.

",1991,2,2,180,12,,,10868.0,"['Ancient', 'Wargame']","['Dice Rolling', 'Hexagon Grid']",['Joseph Miranda'],"['Eric Brune', 'Callie Cummins', 'Mark Simonitch']",['Decision Games (I)']
662,742,boardgame,Germania,"Germania is a two-player wargame covering Roman campaigns in Germania. The game is strategic in scale, with units representing Roman legions, barbarian war bands and allied troops. The mapsheet, overlaid with a hexagonal grid, covers the area of operation.

Game consists of a 22 x 34 map, 280 counters, 13 pages of rules and 1 random events chart.

",1995,2,2,180,12,,,15206.0,"['Ancient', 'Wargame']","['Dice Rolling', 'Hexagon Grid', 'Ratio / Combat Results Table']",['Joseph Miranda'],[],['Decision Games (I)']
663,744,boardgame,Wicked Words,"Described by the Publisher/Designer:

Wicked Words is a party/word game in which cluegivers on opposing teams try to get their team members to guess words on cards, arranged in categories. What's the game like? Imagine a game card: ""Associated with Living and Working Spaces"" is the category. You have to give your team clues to guess the words on the card, like ""nursery,"" ""porch,"" and ""houseboat,"" until you come to the really tough ""wicked"" word: ""cubicle.""  How would you get them to guess ""cubicle""?

You can talk a blue streak, act it out, sing a song line, point and gesture. Be creative: when the Wicked Word was ""levy,"" one player sang ""drove my Chevy to the ______""

Teams can also gain bonus points by getting members to guess the bonus card words - but be careful! The other team could steal these points if you miss!  ""Great game for word lovers"" said independent testers for Games Retailer Magazine.

",1999,4,16,30,14,,,,"['Party Game', 'Word Game']",[],['(Uncredited)'],[],"['Wordnik Games, Inc.']"
664,745,boardgame,War of Resistance,"War of Resistance is a detailed, operational level game which chronicles the second Sino-Japanese Conflict starting on July 7, 1937. Often touted as the true beginning of World War II, this 8 year war is the culmination of a decade of aggressive Japanese policy in northern and central China. The game covers the conflict through Pearl Harbor on December 7, 1941.

The Chinese theatre is neither trivial nor inconsequential to the progress and outcome of World War II on a global scale. Over one million soldiers on each side perished. It is estimated that another 7.5 million Chinese civilians died. Over 40 million Chinese were left homeless. The vast majority of Japanese ground combat and support soldiers were engaged in China, preventing their use against the western Allies in the Pacific. America's material dominance may have been the decisive factor contributing to the Japanese demise, but Japan was already doomed to failure in the Chinese quagmire. This is essential to the greater understanding of the war in the Pacific.

Western nations tend to ignore and forget the Chinese contribution to the war effort. It is an indication of western arrogance that World War II is considered to have started on September 1, 1939 and not July 7, 1937. The Chinese war effort was far from stellar, but it was enormous. The immensity of the conflict sapped the Japanese war machine to exhaustion.

War of Resistance is a two-player game, with one player representing the military high command of the Japanese forces and their puppet allies, and the other the fractured Chinese military forces.

The Japanese player must force the collapse of the Chinese national will to resist. The Chinese player must cling to survival until the entry of the western nations into the Pacific war ensures ultimate victory over the Japanese invaders. Both sides maneuver their forces and conduct combat in an attempt to achieve these goals.

Game Components:

    One rules booklet.
    Two Orders of Battle booklets. One for the Japanese and one for the Chinese orders of battle.
    A Battle Scenarios Booklet
    Four ""full-sized"" maps (Maps G1 thru G4) and 2 ""half"" maps (Maps G5 and G6).
    Two map overlays
    8 counter sheets (CS G1 - CS G7)
    A set of charts
    Two six-sided die


(description from the box and BGG user)

",1998,2,2,0,12,,,14286.0,['Wargame'],['Hexagon Grid'],"['John Astell', 'Mark Royer']","['Winston Hamilton', 'Darla Hamilton']",['Games Research/Design (GR/D)']
665,746,boardgame,"The Game of France, 1940: German Blitzkrieg in the West","""France 1940"" is an operational level simulation of the German invasion of France in 1940.  Units are corps and divisions, with important regiments and brigades represented. The map covers the German-Franco border, from the parts of the Maginot Line to the English Channel.

The game consists of standard rules, advanced rules incorporating more complexity and realism and an Idiot's Rule, simulating the initial inflexibility of the Allied command. Six German and eleven Allied orders of battle allow players to experiment with game balance as well as explore various ""What ifs"".

The game comes with detailed designer's notes, giving insight into both game design and the actual campaign.

The first incarnation of the game appeared as an insert in Strategy & Tactics magazine #27 [1971], and was subsequently republished by Avalon Hill in a boxed edition in 1972.

224 counters (includes the 27 blanks) - Avalon Hill edition

",1971,2,2,180,12,,,10876.0,"['Wargame', 'World War II']","['Dice Rolling', 'Grid Movement', 'Hexagon Grid', 'Movement Points', 'Ratio / Combat Results Table', 'Scenario / Mission / Campaign Game', 'Simulation', 'Variable Set-up', 'Zone of Control']",['Jim Dunnigan'],['Redmond A. Simonsen'],"['The Avalon Hill Game Co', 'SPI (Simulations Publications, Inc.)']"
666,747,boardgame,Bitter Woods: The Battle of the Bulge,"Bitter Woods is a mid-complexity 2 player wargame on the last great German offensive in Dec 1944, commonly known as the ""Battle of the Bulge"".  The map depicts the area of operations, the Ardennes area at the borders of Germany, France, Belgium, and Luxemberg.  Prominent features like roads, rivers and cities are depicted.  A hexagonal grid is superimposed over the map to regulate game play.  Each hexagon is 2 miles across, unit size is brigade and regiments.  Each turn represents 12 hours of real time.

Game features include morale, prominent leaders, blitzkrieg tactics, German army boundaries, initial surprise, Allied air power and much more.

Game components include one 22 x 32"" unmounted map, 320 counters including markers, 16-page rulebook.

",1998,2,2,240,12,,,7991.0,"['Wargame', 'World War II']","['Dice Rolling', 'Grid Movement', 'Hexagon Grid', 'Movement Points', 'Simulation', 'Zone of Control']",['Randy Heller'],['Mark Simonitch'],"['The Avalon Hill Game Co', 'Multi-Man Publishing']"
667,748,boardgame,Trax,"from the Trax site:

Trax is a two player abstract strategy game of loops and lines. It can be played on any flat surface (no board). The square tiles have straights on one side and curves on the other.
 The rules of TRAX are simple: place tiles adjacent to those already in play such that the colours of the tracks match. The objective is to get a loop or line of your colour while attempting to stop your opponent in their colour. What gives Trax its strategic depth is the forced play rule which allows (or even requires) multiple tiles to be played in a turn.

",1980,2,2,10,8,,,6310.0,['Abstract Strategy'],"['Network and Route Building', 'Pattern Building', 'Square Grid', 'Tile Placement']",['David L. Smith'],[],"['(Self-Published)', '(Unknown)', 'Bandai Co., Ltd.', 'Colour of Strategy, Ltd.', 'Excalibre Games, Inc.', 'Gigamic', 'Grapet', 'Heraclio Fournier', 'Holdson', 'Mind Games, Ltd. (I)', 'quecke-verlag', 'Tantrix Holland B.V.', 'Tantrix UK Ltd.', 'The United States Playing Card Company']"
668,749,boardgame,Dutch Mountains,"Loosely based on the classic mathematical puzzle, The Towers of Hanoi.  The major difference is that there are five fields to build on, and you take all discs on top of a disc when moving a lower disc.  Both colors may occupy a space, but a larger disc may never be on top of a smaller disc.

Later, this game was given away at Essen 2001.

",2000,2,2,0,0,,,,['Abstract Strategy'],[],['Corné van Moorsel'],[],['Cwali']
669,750,boardgame,Shocks & Scares,"Players speculate in dodgy shares in 4 bogus companies. The share prices yo-yo, so it's easy to accumulate shares of the winning value, if only you could sell them before they crash. It's a round the track game, but there is an optional track that forces a Bull/Bear market.

",1983,2,6,60,10,,,,['Economic'],"['Roll / Spin and Move', 'Stock Holding']",['Francis Tresham'],[],['Gibsons']
670,751,boardgame,Minos,"from rules:
4,000 years ago, Crete was ruled by Minos, son of Zeus and Europa.  It was from his name that the current civilization was called &ldquo;Minoan&rdquo;.  It was the first advanced civilization in Europe.

The game Minos takes you back in time; build your own trading empire by crossing the Mediterranean Sea with your ships and founding new settlements and trading centers.

Aim of the Game

The game ends when all the city sites have been settled and at least two full cities have been built.  The winner is the player with the highest income at this point, as marked on the scale around the edge of the board.  A tie is resolved in favor of the player with the most cash in hand.

",1991,2,4,120,16,,,9208.0,"['Ancient', 'City Building', 'Civilization', 'Economic', 'Fighting', 'Nautical']","['Area Majority / Influence', 'Area Movement', 'Dice Rolling', 'Point to Point Movement']",['H. Jean Vanaise'],['J. C. Sohier'],"['Flying Turtle Games', 'Otto Maier Verlag']"
671,752,boardgame,Maul of America,"Maul of America is a beer-and-pretzels boardgame about shoppers trying to escape a zombie-infested shopping mall.  One player controls all zombies while each of the other players control shoppers trying to escape the mall.

Game includes 4 doublesided 11"" by 17"" mapboard, 25 zombie and 5 shopper pieces, 3 decks of cards (12 sheets; 9 cards per sheet), 3 sheets of stickers (20 stickers per sheet), 2 dice and rules.

Deck Breakdown: Search = 45; Shopper = 36; Zombie = 27

",1998,2,6,120,12,,,28937.0,"['Fighting', 'Horror', 'Zombies']","['Dice Rolling', 'Modular Board', 'Roll / Spin and Move']",['Eric Canfield'],['Steve Bryant'],['Jolly Roger Games']
672,753,boardgame,Panzerkrieg: von Manstein & HeeresGruppe Süd,"Panzerkrieg is a simple, mid-complexity, Operational level wargame of the military operations in Southern Russia during World War 2.  The game is played on a map depicting southern Russia from its western border with Rumania and Poland in the West to the Caucasus mountains in the East.  Units are basically German divisions and Russian corps, with multiple units being able to merge to form German corps and Russian armies.  Each game turn represents approximately 1 week of actual time.

Game rules include armored exploitations, leaders, supply, combat reserves, rail and naval movement, airpower,  and Axis satellites.  The game consists of 9 separate scenarios, each depicting an important operation.  There is no campaign game.

The game comes with rules, 22"" by 32"" map board, 520 counters, charts, and a detailed scenario folder.

Note: The OSG edition comes with 500 counters

",1978,2,2,240,14,,,8961.0,"['Wargame', 'World War II']","['Dice Rolling', 'Hexagon Grid', 'Simulation']",['John Prados'],"['Rodger B. MacGowan', 'Masahiro Yamazaki']","['The Avalon Hill Game Co', 'CoSi', 'OSG (Operational Studies Group)', 'Six Angles']"
673,754,boardgame,Domain,"Domain is a simple game played on a 9x9 square grid.  Players take turn placing coloured plastic pieces onto the board.  The pieces have different areas and shapes.  The aim of the game is to have the largest area at the end of the game.

When pieces are placed, they may cause adjacent pieces on the board to flip over, depending on the variant played.  In one variant, only the opponent's pieces are turned over.  In another, all adjacent pieces are turned over.  In yet another variant, the pieces are divided up equally before starting, instead of players drawing from a standard pool.

Game consists of rules, a 9x9 board and 26 plastic pieces, coloured on both sides.

",1982,2,2,15,8,,,13620.0,['Abstract Strategy'],"['Area Majority / Influence', 'Tile Placement']",['Claude Duvernay'],[],"['Alga', 'Editrice Giochi', 'Estrela', 'Majora', 'Nathan', 'Orda Industries Ltd.', 'Parker Brothers', 'Waddingtons']"
674,755,boardgame,Thunder at Cassino,"Thunder at Cassino is a mid-complexity wargame on the Third Battle of Monte Cassino during the Second World War. The game uses the area-impulse system first used in Storm over Arnhem, and to be used subsequently in Turning Point: Stalingrad and Breakout: Normandy.

The game depicts the battle from 15 Mar 1944 to 23 Mar 1944. The Allied attackers consisted of elements of the 2nd New Zealand Corps, comprising the New Zealand 2nd Division, the Indian 4th Division and the British 78th Division. The German defenders are mainly from the elite 1st Fallschirmj&auml;ger Division. The game map depicts the town of Cassino, its renowned monastery and the surrounding environs, divided into areas to facilitate movement and combat. Units are mainly infantry platoons, armor platoons depicted.

The game comes with two introductory scenarios, a end-of-battle scenario and a campaign game featuring the entire battle. Playing time varies from 60 minutes to 360 minutes depending on scenario chosen.

Game consists of a 22"" by 24"" mounted map, 478 unit counters, rules and charts.

",1987,1,2,360,12,,,5300.0,"['Wargame', 'World War II']","['Area-Impulse', 'Dice Rolling']",['Courtney F. Allen'],"['Charles Kibler', 'George I. Parrish, Jr.']",['The Avalon Hill Game Co']
675,756,boardgame,Black Vienna,"In this thinly-themed game, players seek to uncover the three spies who have their identities hidden.  There are twenty-seven possible suspects, represented by twenty-seven lettered cards (with the umlauted O).  Three of the cards are removed, as they are the spies.  The remainder are dealt out to the players.  Then players take turns 'asking' each other for information by playing a card with three letters in front of the informant.  He must then look at his cards and place either zero, one, two, or three chips on the card, depending on how many of those letters are part of his secret collection.  The first player to correctly identify the three missing spies (letters) is the winner.

",1987,3,6,60,10,,,5109.0,"['Card Game', 'Deduction', 'Spies / Secret Agents']","['Deduction', 'Paper-and-Pencil']",['Gilbert Obermair'],"['Jim Ferreira', 'Martina Irion', 'Steve Sisk']","['(Web published)', 'KOSMOS']"
676,757,boardgame,Lunatix Loop,"Described by the Publisher/Designer:

In Lunatix Loop players attempt to be the first racer to complete three laps around a patchwork track of asphalt and dirt while attempting to keep their cars in one piece.

Each racer straps himself in for the harrowing ride of his life, his little plastic shell of a car the only thing protecting him from the rams of his opponents. Each racer becomes his own worst enemy as he pushes the limits of his car and his psyche. The stresses of racing life and curves taken too fast are more than enough to justify the nickname, ""Lunatix"", that the racers have earned.

",2000,4,6,90,10,,,17587.0,['Racing'],[],['Matt Leacock'],[],['Locust Games']
677,758,boardgame,Balmy Balloonists,"Balmy Balloonists is a strategy game in which players compete to be the first to fly their hot air balloons completely 'round the world. It can be played by anywhere from 2-6 players and special rules even permit challenging solitaire games. Balmy Balloonists is designed for players Ages 10 and up and lasts between 15 and 90 minutes, depending on the number of players.

described by the Publisher/Designer.

",2000,2,6,60,10,,,,"['Aviation / Flight', 'Racing']","['Hand Management', 'Open Drafting']","['Rick Heli', 'Phil Vogt']",['Tanya Chou'],['Up & Away Games']
678,759,boardgame,Turning Point: Stalingrad,"Turning Point: Stalingrad is mid-complexity wargame on the battle of Stalingrad during World War 2. Attackers from the German 6th Army must dislodge the Russian 62nd Army and take the city of Stalingrad before the commencement of Operation Uranus. If the city could be taken, German troops could then be re-deployed to reinforce the Italian and Rumanian formations holding the flanks of along the Volga. The fiasco at Stalingrad can then be prevented.

The game is an operational level treatment of the actual streetfighting. Each turn is a day comprising of a variable number of daylight and night impulses. Units are battalions and armoured units representing AFVs in platoon and company strength. The map is on a scale of 1 inch to 500 metres, depicting the city of Stalingrad and its western approaches, divided into 74 areas divided according to terrain features, and rated for defensive suitability. Victory is determined by the number of objectives captured by the German player each week. If it exceeds the requirements for the week, he wins. If not the Russian player wins. If it is equal to the victory requirement, the game is extended by another week, with a different(higher) victory objective requirement.

Game comprises two 22"" by 16"" mounted mapboards, 394 counters, rules and charts.

The game uses the area-impulse system used in Storm over Arnhem, Thunder at Cassino and Breakout: Normandy.

",1989,1,2,1800,10,,,3597.0,"['Wargame', 'World War II']",['Area-Impulse'],['Don Greenwood'],"['Charles Kibler', 'George I. Parrish, Jr.']",['The Avalon Hill Game Co']
